ms2_spectrum_id,glycan_string,r_time_min,r_time,peaks_count,tic,precursor_charge,precursor_mz,H,Na,K,adduct_type
function=4 process=0 scan=1423,Hex3HexNAc7dHex2,36.68581772,2201.149063,304,12993,2,1219.498535,2,0,0,H2
function=4 process=0 scan=1424,Hex3HexNAc7dHex2,36.71424866,2202.854919,334,15099,3,838.6365356,1,0,2,H1K2
function=4 process=0 scan=1425,Hex3HexNAc7dHex2,36.74295044,2204.577026,321,13753,3,838.6365356,1,0,2,H1K2
function=4 process=0 scan=1448,Hex3HexNAc7dHex2,37.3095665,2238.57399,327,12313,3,838.6363525,1,0,2,H1K2
function=4 process=0 scan=1449,Hex3HexNAc7dHex2,37.33021545,2239.812927,279,11841,3,838.6363525,1,0,2,H1K2
function=4 process=0 scan=1450,Hex3HexNAc7dHex2,37.35850143,2241.510086,279,10959,2,1219.509033,2,0,0,H2
function=5 process=0 scan=1489,Hex3HexNAc7dHex2,37.36263275,2241.757965,315,12579,3,838.6345825,1,0,2,H1K2
function=6 process=0 scan=1505,Hex3HexNAc7dHex2,37.36676788,2242.006073,316,14671,3,825.9855957,2,0,1,H2K1
function=4 process=0 scan=1451,Hex3HexNAc7dHex2,37.37911606,2242.746964,234,9330,2,1219.509033,2,0,0,H2
function=5 process=0 scan=1490,Hex3HexNAc7dHex2,37.38325119,2242.995071,300,11850,3,838.6345825,1,0,2,H1K2
function=6 process=0 scan=1506,Hex3HexNAc7dHex2,37.38738251,2243.24295,330,14267,3,825.9855957,2,0,1,H2K1
function=4 process=0 scan=1456,Hex3HexNAc7dHex2,37.50511551,2250.306931,275,11587,3,838.6397705,1,0,2,H1K2
function=4 process=0 scan=1457,Hex3HexNAc7dHex2,37.53386688,2252.032013,329,13121,3,838.6397705,1,0,2,H1K2
function=4 process=0 scan=1458,Hex3HexNAc7dHex2,37.56188202,2253.712921,207,7283,2,1219.496338,2,0,0,H2
function=6 process=0 scan=1513,Hex3HexNAc7dHex2,37.57014847,2254.208908,293,12697,3,825.9848633,2,0,1,H2K1
function=4 process=0 scan=1459,Hex3HexNAc7dHex2,37.58251572,2254.950943,201,6989,2,1219.496338,2,0,0,H2
function=6 process=0 scan=1514,Hex3HexNAc7dHex2,37.59078217,2255.44693,321,13440,3,825.9848633,2,0,1,H2K1
function=5 process=0 scan=1499,Hex3HexNAc7dHex2,37.61471558,2256.882935,268,10804,3,813.3365479,3,0,0,H3
function=5 process=0 scan=1500,Hex3HexNAc7dHex2,37.63539886,2258.123932,257,10039,3,813.3365479,3,0,0,H3
function=5 process=0 scan=1491,Hex3HexNAc7dHex2,37.41126633,2244.67598,288,11680,3,813.0161743,3,0,0,H3
function=5 process=0 scan=1492,Hex3HexNAc7dHex2,37.43194962,2245.916977,299,13186,3,813.0161743,3,0,0,H3
function=6 process=0 scan=1535,Hex3HexNAc6dHex3,38.11520004,2286.912003,312,14178,2,1190.986328,2,0,0,H2
function=6 process=0 scan=1536,Hex3HexNAc6dHex3,38.13588333,2288.153,347,17755,2,1190.986328,2,0,0,H2
function=3 process=0 scan=1387,Hex3HexNAc6dHex3,38.15158463,2289.095078,353,20150,2,1190.990723,2,0,0,H2
function=4 process=0 scan=1482,Hex3HexNAc6dHex3,38.15571594,2289.342957,276,24751,2,1209.967651,1,0,1,H1K1
function=5 process=0 scan=1521,Hex3HexNAc6dHex3,38.15985107,2289.591064,319,15472,3,819.6361694,1,0,2,H1K2
function=6 process=0 scan=1537,Hex3HexNAc6dHex3,38.16398239,2289.838943,303,15395,3,806.9783936,2,0,1,H2K1
function=3 process=0 scan=1388,Hex3HexNAc6dHex3,38.17224884,2290.33493,308,19923,2,1190.990723,2,0,0,H2
function=4 process=0 scan=1483,Hex3HexNAc6dHex3,38.17638397,2290.583038,275,27216,2,1209.967651,1,0,1,H1K1
function=5 process=0 scan=1522,Hex3HexNAc6dHex3,38.18051529,2290.830917,340,15700,3,819.6361694,1,0,2,H1K2
function=6 process=0 scan=1538,Hex3HexNAc6dHex3,38.18465042,2291.079025,343,15166,3,806.9783936,2,0,1,H2K1
function=3 process=0 scan=1389,Hex3HexNAc6dHex3,38.20036697,2292.022018,343,15394,3,794.3295898,3,0,0,H3
function=3 process=0 scan=1390,Hex3HexNAc6dHex3,38.22101593,2293.260956,313,14468,3,794.3295898,3,0,0,H3
function=3 process=0 scan=1393,Hex3HexNAc6dHex3,38.29821777,2297.893066,475,46343,2,1190.987671,2,0,0,H2
function=3 process=0 scan=1394,Hex3HexNAc6dHex3,38.31890106,2299.134064,466,46414,2,1190.987671,2,0,0,H2
function=2 process=0 scan=1189,Hex3HexNAc6dHex3,38.351017,2301.06102,968,50558,3,819.6324463,1,0,2,H1K2
function=3 process=0 scan=1395,Hex3HexNAc6dHex3,38.35518265,2301.310959,369,69984,2,1209.965454,1,0,1,H1K1
function=4 process=0 scan=1490,Hex3HexNAc6dHex3,38.35933304,2301.559982,488,38584,3,806.9797974,2,0,1,H2K1
function=2 process=0 scan=1190,Hex3HexNAc6dHex3,38.37174988,2302.304993,448,34671,3,819.6324463,1,0,2,H1K2
function=3 process=0 scan=1396,Hex3HexNAc6dHex3,38.37588501,2302.553101,374,67310,2,1209.965454,1,0,1,H1K1
function=4 process=0 scan=1491,Hex3HexNAc6dHex3,38.38003159,2302.801895,486,38062,3,806.9797974,2,0,1,H2K1
function=3 process=0 scan=1397,Hex3HexNAc6dHex3,38.40423203,2304.253922,374,24292,3,794.3295898,3,0,0,H3
function=3 process=0 scan=1398,Hex3HexNAc6dHex3,38.42513275,2305.507965,398,23552,3,794.3295898,3,0,0,H3
function=3 process=0 scan=1401,Hex3HexNAc6dHex3,38.50221634,2310.13298,489,44313,2,1190.989502,2,0,0,H2
function=3 process=0 scan=1402,Hex3HexNAc6dHex3,38.52288437,2311.373062,430,35677,2,1190.989502,2,0,0,H2
function=2 process=0 scan=1197,Hex3HexNAc6dHex3,38.54703522,2312.822113,702,29608,3,819.635376,1,0,2,H1K2
function=4 process=0 scan=1498,Hex3HexNAc6dHex3,38.55531693,2313.319016,287,37042,2,1209.965942,1,0,1,H1K1
function=5 process=0 scan=1537,Hex3HexNAc6dHex3,38.55946732,2313.568039,387,19888,3,806.9848022,2,0,1,H2K1
function=2 process=0 scan=1198,Hex3HexNAc6dHex3,38.56771851,2314.06311,347,16338,3,819.635376,1,0,2,H1K2
function=4 process=0 scan=1499,Hex3HexNAc6dHex3,38.57598495,2314.559097,269,27200,2,1209.965942,1,0,1,H1K1
function=5 process=0 scan=1538,Hex3HexNAc6dHex3,38.58011627,2314.806976,359,16906,3,806.9848022,2,0,1,H2K1
function=2 process=0 scan=1199,Hex3HexNAc6dHex3,38.5958519,2315.751114,727,40222,2,1209.965576,1,0,1,H1K1
function=6 process=0 scan=1555,Hex3HexNAc6dHex3,38.6123848,2316.743088,248,10868,3,794.3265991,3,0,0,H3
function=2 process=0 scan=1200,Hex3HexNAc6dHex3,38.61650085,2316.990051,229,18033,2,1209.965576,1,0,1,H1K1
function=6 process=0 scan=1556,Hex3HexNAc6dHex3,38.63301849,2317.98111,261,10180,3,794.3265991,3,0,0,H3
function=4 process=0 scan=1506,Hex3HexNAc6dHex3,38.75469971,2325.281982,218,6878,2,1190.990967,2,0,0,H2
function=4 process=0 scan=1507,Hex3HexNAc6dHex3,38.77560043,2326.536026,204,7129,2,1190.990967,2,0,0,H2
function=4 process=0 scan=1540,Hex8HexNAc2,39.59424973,2375.654984,277,11266,2,970.875,2,0,0,H2
function=5 process=0 scan=1579,Hex8HexNAc2,39.59838486,2375.903091,284,18777,2,989.8613281,1,0,1,H1K1
function=4 process=0 scan=1541,Hex8HexNAc2,39.61489868,2376.893921,282,13605,2,970.875,2,0,0,H2
function=5 process=0 scan=1580,Hex8HexNAc2,39.61904907,2377.142944,268,19362,2,989.8613281,1,0,1,H1K1
function=4 process=0 scan=1544,Hex8HexNAc2,39.69126511,2381.475906,310,16160,2,970.8807983,2,0,0,H2
function=6 process=0 scan=1599,Hex8HexNAc2,39.6995163,2381.970978,200,7650,1,1008.842896,0,0,2,K2
function=4 process=0 scan=1545,Hex8HexNAc2,39.71186829,2382.712097,291,14715,2,970.8807983,2,0,0,H2
function=6 process=0 scan=1600,Hex8HexNAc2,39.72011566,2383.20694,219,7962,1,1008.842896,0,0,2,K2
function=2 process=0 scan=1245,Hex8HexNAc2,39.77978516,2386.787109,629,38831,2,989.8619995,1,0,1,H1K1
function=3 process=0 scan=1453,Hex8HexNAc2,39.78393173,2387.035904,294,15732,2,970.8823242,2,0,0,H2
function=2 process=0 scan=1246,Hex8HexNAc2,39.80046844,2388.028107,270,28328,2,989.8619995,1,0,1,H1K1
function=3 process=0 scan=1454,Hex8HexNAc2,39.80459976,2388.275986,296,16055,2,970.8823242,2,0,0,H2
function=3 process=0 scan=1455,Hex8HexNAc2,39.83251572,2389.950943,275,30086,2,989.8623047,1,0,1,H1K1
function=3 process=0 scan=1456,Hex8HexNAc2,39.85313416,2391.188049,274,26606,2,989.8623047,1,0,1,H1K1
function=6 process=0 scan=1609,Hex8HexNAc2,39.94984818,2396.990891,244,9935,2,1008.847107,0,0,2,K2
function=6 process=0 scan=1610,Hex8HexNAc2,39.97046661,2398.227997,218,8573,2,1008.847107,0,0,2,K2
function=2 process=0 scan=1253,Hex8HexNAc2,39.98160172,2398.896103,740,43256,2,989.8572388,1,0,1,H1K1
function=3 process=0 scan=1461,Hex8HexNAc2,39.98576736,2399.146042,334,20476,2,970.8788452,2,0,0,H2
function=2 process=0 scan=1254,Hex8HexNAc2,40.00226593,2400.135956,269,33334,2,989.8572388,1,0,1,H1K1
function=3 process=0 scan=1462,Hex8HexNAc2,40.00640106,2400.384064,313,20239,2,970.8788452,2,0,0,H2
function=2 process=0 scan=1261,Hex8HexNAc2,40.17558289,2410.534973,784,115768,2,989.857605,1,0,1,H1K1
function=3 process=0 scan=1469,Hex8HexNAc2,40.17974854,2410.784912,441,58614,2,970.8798218,2,0,0,H2
function=3 process=0 scan=1470,Hex8HexNAc2,40.19630051,2411.77803,439,65280,2,970.8798218,2,0,0,H2
function=4 process=0 scan=1568,Hex8HexNAc2,40.27685165,2416.611099,308,19804,2,1008.836853,0,0,2,K2
function=4 process=0 scan=1569,Hex8HexNAc2,40.29748154,2417.848892,295,20181,2,1008.836853,0,0,2,K2
function=2 process=0 scan=1268,Hex8HexNAc2,40.37426758,2422.456055,1039,373174,2,989.8597412,1,0,1,H1K1
function=3 process=0 scan=1477,Hex8HexNAc2,40.37844849,2422.706909,657,186989,2,970.8803711,2,0,0,H2
function=2 process=0 scan=1271,Hex8HexNAc2,40.45918274,2427.550964,680,43693,2,1008.835938,0,0,2,K2
function=6 process=0 scan=1631,Hex8HexNAc2,40.47574997,2428.544998,377,35023,2,981.8726807,1,1,0,H1Na1
function=2 process=0 scan=1272,Hex8HexNAc2,40.4798851,2428.793106,296,29094,2,1008.835938,0,0,2,K2
function=6 process=0 scan=1632,Hex8HexNAc2,40.49226761,2429.536057,365,34378,2,981.8726807,1,1,0,H1Na1
function=2 process=0 scan=1274,Hex8HexNAc2,40.54835129,2432.901077,1176,413863,2,989.8599243,1,0,1,H1K1
function=3 process=0 scan=1483,Hex8HexNAc2,40.55255127,2433.153076,662,191860,2,970.8818359,2,0,0,H2
function=3 process=0 scan=1486,Hex8HexNAc2,40.64148331,2438.488998,258,16384,2,1008.835022,0,0,2,K2
function=3 process=0 scan=1487,Hex8HexNAc2,40.662117,2439.72702,220,14896,2,1008.835022,0,0,2,K2
function=2 process=0 scan=1281,Hex8HexNAc2,40.73438263,2444.062958,773,82441,2,989.8588867,1,0,1,H1K1
function=3 process=0 scan=1490,Hex8HexNAc2,40.73854828,2444.312897,399,39772,2,970.8806152,2,0,0,H2
function=2 process=0 scan=1282,Hex8HexNAc2,40.76328278,2445.796967,321,51372,2,989.8588867,1,0,1,H1K1
function=3 process=0 scan=1491,Hex8HexNAc2,40.76741791,2446.045074,353,30044,2,970.8806152,2,0,0,H2
function=5 process=0 scan=1631,Hex8HexNAc2,40.8516655,2451.09993,225,9734,2,1008.834167,0,0,2,K2
function=5 process=0 scan=1632,Hex8HexNAc2,40.87228394,2452.337036,237,10688,2,1008.834167,0,0,2,K2
function=5 process=0 scan=1633,Hex8HexNAc2,40.90006638,2454.003983,237,10707,2,1008.834167,0,0,2,K2
function=5 process=0 scan=1634,Hex8HexNAc2,40.92066574,2455.239944,224,11174,2,1008.834167,0,0,2,K2
function=2 process=0 scan=1289,Hex8HexNAc2,40.93613434,2456.16806,763,41981,2,989.8577881,1,0,1,H1K1
function=3 process=0 scan=1498,Hex8HexNAc2,40.94028473,2456.417084,346,25340,2,970.878418,2,0,0,H2
function=2 process=0 scan=1290,Hex8HexNAc2,40.95679855,2457.407913,275,26487,2,989.8577881,1,0,1,H1K1
function=3 process=0 scan=1499,Hex8HexNAc2,40.96093369,2457.656021,348,26207,2,970.878418,2,0,0,H2
function=5 process=0 scan=1641,Hex8HexNAc2,41.09381485,2465.628891,252,14842,2,1008.843445,0,0,2,K2
function=5 process=0 scan=1642,Hex8HexNAc2,41.11441803,2466.865082,226,13519,2,1008.843445,0,0,2,K2
function=2 process=0 scan=1297,Hex8HexNAc2,41.12979889,2467.787933,605,31059,2,989.8583984,1,0,1,H1K1
function=5 process=0 scan=1643,Hex8HexNAc2,41.14221573,2468.532944,303,24335,2,970.882019,2,0,0,H2
function=2 process=0 scan=1298,Hex8HexNAc2,41.158535,2469.5121,243,17668,2,989.8583984,1,0,1,H1K1
function=5 process=0 scan=1644,Hex8HexNAc2,41.17093277,2470.255966,283,22278,2,970.882019,2,0,0,H2
function=2 process=0 scan=1262,Hex8HexNAc2,40.22003174,2413.201904,613,30137,3,673.2232666,1,0,2,H1K2
function=2 process=0 scan=1263,Hex8HexNAc2,40.24068451,2414.441071,235,17760,3,673.2232666,1,0,2,H1K2
function=3 process=0 scan=1478,Hex8HexNAc2,40.4186821,2425.120926,297,22722,3,673.2293091,1,0,2,H1K2
function=3 process=0 scan=1479,Hex8HexNAc2,40.43936539,2426.361923,276,22723,3,673.2293091,1,0,2,H1K2
function=2 process=0 scan=1275,Hex8HexNAc2,40.5888176,2435.329056,777,37856,3,673.2286987,1,0,2,H1K2
function=2 process=0 scan=1276,Hex8HexNAc2,40.60950089,2436.570053,283,20879,3,673.2286987,1,0,2,H1K2
function=2 process=0 scan=1373,Hex10HexNAc2,43.0944519,2585.667114,814,61605,2,1151.908325,1,0,1,H1K1
function=3 process=0 scan=1584,Hex10HexNAc2,43.09859848,2585.915909,389,18133,2,1132.932495,2,0,0,H2
function=2 process=0 scan=1374,Hex10HexNAc2,43.11513519,2586.908112,332,61238,2,1151.908325,1,0,1,H1K1
function=3 process=0 scan=1585,Hex10HexNAc2,43.11926651,2587.155991,351,19792,2,1132.932495,2,0,0,H2
function=4 process=0 scan=1685,Hex10HexNAc2,43.15216827,2589.130096,302,16797,3,780.9216919,1,0,2,H1K2
function=4 process=0 scan=1686,Hex10HexNAc2,43.18091583,2590.85495,288,13389,3,780.9216919,1,0,2,H1K2
function=5 process=0 scan=1727,Hex10HexNAc2,43.21379852,2592.827911,311,12800,2,1132.93103,2,0,0,H2
function=5 process=0 scan=1728,Hex10HexNAc2,43.23448181,2594.068909,254,10747,2,1132.93103,2,0,0,H2
function=4 process=0 scan=1689,Hex10HexNAc2,43.25941849,2595.565109,250,14574,2,1151.909912,1,0,1,H1K1
function=4 process=0 scan=1690,Hex10HexNAc2,43.28011703,2596.807022,251,10715,2,1151.909912,1,0,1,H1K1
function=4 process=0 scan=1697,Hex12HexNAc2,43.45816803,2607.490082,288,16484,3,888.963623,1,0,2,H1K2
function=5 process=0 scan=1737,Hex12HexNAc2,43.46228409,2607.737045,242,28434,2,1313.947876,1,0,1,H1K1
function=4 process=0 scan=1698,Hex12HexNAc2,43.47880173,2608.728104,297,15793,3,888.963623,1,0,2,H1K2
function=5 process=0 scan=1738,Hex12HexNAc2,43.48293304,2608.975983,228,28995,2,1313.947876,1,0,1,H1K1
function=5 process=0 scan=1739,Hex12HexNAc2,43.51208496,2610.725098,231,8480,2,1294.979248,2,0,0,H2
function=5 process=0 scan=1740,Hex12HexNAc2,43.53271484,2611.962891,187,6466,2,1294.979248,2,0,0,H2
function=2 process=0 scan=1381,Hex11HexNAc2,43.30073166,2598.0439,646,27969,2,1232.928711,1,0,1,H1K1
function=2 process=0 scan=1382,Hex11HexNAc2,43.32141495,2599.284897,242,14876,2,1232.928711,1,0,1,H1K1
function=6 process=0 scan=1749,Hex11HexNAc2,43.36703491,2602.022095,261,9382,3,834.9487305,1,0,2,H1K2
function=6 process=0 scan=1750,Hex11HexNAc2,43.38769913,2603.261948,259,9265,3,834.9487305,1,0,2,H1K2
function=6 process=0 scan=1455,Hex3HexNAc9dHex1,36.13481522,2168.088913,303,13291,3,900.0358887,3,0,0,H3
function=6 process=0 scan=1456,Hex3HexNAc9dHex1,36.15546799,2169.328079,294,12024,3,900.0358887,3,0,0,H3
function=5 process=0 scan=1447,Hex3HexNAc9dHex1,36.33431625,2180.058975,314,15244,3,900.0389404,3,0,0,H3
function=5 process=0 scan=1448,Hex3HexNAc9dHex1,36.35498428,2181.299057,308,14195,3,900.0389404,3,0,0,H3
function=4 process=0 scan=1410,Hex3HexNAc9dHex1,36.37919998,2182.751999,341,15369,3,912.684082,2,0,1,H2K1
function=4 process=0 scan=1411,Hex3HexNAc9dHex1,36.39986801,2183.992081,330,15618,3,912.684082,2,0,1,H2K1
function=5 process=0 scan=1509,Hex3HexNAc9dHex1,37.85903168,2271.541901,280,9658,3,912.6867065,2,0,1,H2K1
function=5 process=0 scan=1510,Hex3HexNAc9dHex1,37.87969971,2272.781982,299,10350,3,912.6867065,2,0,1,H2K1
