ms2_spectrum_id,glycan_string,r_time_min,r_time,peaks_count,tic,precursor_charge,precursor_mz,H,Na,K,adduct_type
function=5 process=0 scan=1201,Hex3HexNAc4dHex2,30.3414669,1820.488014,354,33449,2,933.861145,1,0,1,H1K1
function=5 process=0 scan=1202,Hex3HexNAc4dHex2,30.35390091,1821.234055,374,35963,2,933.861145,1,0,1,H1K1
function=3 process=0 scan=1088,Hex3HexNAc4dHex2,30.46611595,1827.966957,464,29762,2,914.8853149,2,0,0,H2
function=3 process=0 scan=1089,Hex3HexNAc4dHex2,30.48683357,1829.210014,451,27850,2,914.8853149,2,0,0,H2
function=5 process=0 scan=1209,Hex3HexNAc4dHex2,30.52404976,1831.442986,371,30384,2,933.8630981,1,0,1,H1K1
function=5 process=0 scan=1210,Hex3HexNAc4dHex2,30.54475021,1832.685013,369,26634,2,933.8630981,1,0,1,H1K1
function=6 process=0 scan=1234,Hex3HexNAc4dHex2,30.72221756,1843.333054,359,15388,2,914.8862305,2,0,0,H2
function=6 process=0 scan=1235,Hex3HexNAc4dHex2,30.74308395,1844.585037,323,13674,2,914.8862305,2,0,0,H2
function=3 process=0 scan=1564,Hex9HexNAc2,42.56880188,2554.128113,248,22202,2,1070.888062,1,0,1,H1K1
function=5 process=0 scan=1701,Hex9HexNAc2,42.57706833,2554.6241,280,14161,2,1051.901245,2,0,0,H2
function=3 process=0 scan=1565,Hex9HexNAc2,42.5894165,2555.36499,270,37258,2,1070.888062,1,0,1,H1K1
function=5 process=0 scan=1702,Hex9HexNAc2,42.59769821,2555.861893,300,23557,2,1051.901245,2,0,0,H2
function=4 process=0 scan=1663,Hex9HexNAc2,42.62189865,2557.313919,225,12710,2,1089.86145,0,0,2,K2
function=4 process=0 scan=1664,Hex9HexNAc2,42.64256668,2558.554001,256,19950,2,1089.86145,0,0,2,K2
function=2 process=0 scan=1358,Hex9HexNAc2,42.66279984,2559.76799,1110,326854,2,1070.883911,1,0,1,H1K1
function=2 process=0 scan=1361,Hex9HexNAc2,42.76115036,2565.669022,820,546535,2,1070.88562,1,0,1,H1K1
function=3 process=0 scan=1571,Hex9HexNAc2,42.76533508,2565.920105,623,185642,2,1051.907715,2,0,0,H2
function=4 process=0 scan=1671,Hex9HexNAc2,42.81079865,2568.647919,296,26966,2,1089.861938,0,0,2,K2
function=4 process=0 scan=1672,Hex9HexNAc2,42.82733154,2569.639893,284,22520,2,1089.861938,0,0,2,K2
function=2 process=0 scan=1365,Hex9HexNAc2,42.89709854,2573.825912,790,47164,2,1051.906494,2,0,0,H2
function=2 process=0 scan=1366,Hex9HexNAc2,42.9178009,2575.068054,388,26950,2,1051.906494,2,0,0,H2
function=2 process=0 scan=1367,Hex9HexNAc2,42.94628143,2576.776886,697,46131,2,1070.884521,1,0,1,H1K1
function=4 process=0 scan=1677,Hex9HexNAc2,42.95458221,2577.274933,341,19250,2,1051.906372,2,0,0,H2
function=2 process=0 scan=1368,Hex9HexNAc2,42.96699905,2578.019943,326,26384,2,1070.884521,1,0,1,H1K1
function=4 process=0 scan=1678,Hex9HexNAc2,42.9752655,2578.51593,288,16100,2,1051.906372,2,0,0,H2
function=4 process=0 scan=1665,Hex9HexNAc2,42.67111588,2560.266953,423,27827,3,726.9104614,1,0,2,H1K2
function=4 process=0 scan=1666,Hex9HexNAc2,42.68353271,2561.011963,476,33065,3,726.9104614,1,0,2,H1K2
function=3 process=0 scan=1574,Hex9HexNAc2,42.8519516,2571.117096,407,19313,3,726.9103394,1,0,2,H1K2
function=3 process=0 scan=1575,Hex9HexNAc2,42.87266541,2572.359924,371,16306,3,726.9103394,1,0,2,H1K2
function=4 process=0 scan=1189,Hex3HexNAc7,30.85860062,1851.516037,464,42386,2,1073.444946,2,0,0,H2
function=4 process=0 scan=1190,Hex3HexNAc7,30.87931633,1852.75898,450,42372,2,1073.444946,2,0,0,H2
function=3 process=0 scan=1106,Hex3HexNAc7,30.90439987,1854.263992,463,48034,2,1073.443726,2,0,0,H2
function=5 process=0 scan=1225,Hex3HexNAc7,30.91270065,1854.762039,312,37206,2,1092.421875,1,0,1,H1K1
function=3 process=0 scan=1107,Hex3HexNAc7,30.92513275,1855.507965,511,49189,2,1073.443726,2,0,0,H2
function=5 process=0 scan=1226,Hex3HexNAc7,30.93343353,1856.006012,351,42418,2,1092.421875,1,0,1,H1K1
function=2 process=0 scan=913,Hex3HexNAc7,30.94973373,1856.984024,750,62447,2,1092.421875,1,0,1,H1K1
function=4 process=0 scan=1193,Hex3HexNAc7,30.95803261,1857.481956,330,15384,3,741.2723999,1,0,2,H1K2
function=2 process=0 scan=914,Hex3HexNAc7,30.97046661,1858.227997,341,52049,2,1092.421875,1,0,1,H1K1
function=4 process=0 scan=1194,Hex3HexNAc7,30.97873306,1858.723984,341,16023,3,741.2723999,1,0,2,H1K2
function=3 process=0 scan=1110,Hex3HexNAc7,31.01194954,1860.716972,437,49582,3,715.9677124,3,0,0,H3
function=3 process=0 scan=1111,Hex3HexNAc7,31.03266716,1861.96003,423,50413,3,715.9677124,3,0,0,H3
function=2 process=0 scan=919,Hex3HexNAc7,31.10666656,1866.399994,893,106498,2,1073.444946,2,0,0,H2
function=3 process=0 scan=1114,Hex3HexNAc7,31.11084938,1866.650963,422,80203,2,1092.422119,1,0,1,H1K1
function=3 process=0 scan=1115,Hex3HexNAc7,31.12748337,1867.649002,427,73063,2,1092.422119,1,0,1,H1K1
function=2 process=0 scan=920,Hex3HexNAc7,31.15239906,1869.143944,944,92644,2,1092.422119,1,0,1,H1K1
function=3 process=0 scan=1116,Hex3HexNAc7,31.15658379,1869.395027,412,23545,3,741.2705688,1,0,2,H1K2
function=2 process=0 scan=921,Hex3HexNAc7,31.17316628,1870.389977,429,61716,2,1092.422119,1,0,1,H1K1
function=3 process=0 scan=1117,Hex3HexNAc7,31.1772995,1870.63797,410,22414,3,741.2705688,1,0,2,H1K2
function=5 process=0 scan=1237,Hex3HexNAc7,31.21461678,1872.877007,516,60771,3,715.9671631,3,0,0,H3
function=5 process=0 scan=1238,Hex3HexNAc7,31.22708321,1873.624992,490,58409,3,715.9671631,3,0,0,H3
function=5 process=0 scan=1241,Hex3HexNAc7,31.30151749,1878.091049,402,46348,2,1073.445068,2,0,0,H2
function=5 process=0 scan=1242,Hex3HexNAc7,31.31811714,1879.087029,392,40638,2,1073.445068,2,0,0,H2
function=6 process=0 scan=1285,Hex3HexNAc7,31.94890022,1916.934013,304,15078,2,1073.443848,2,0,0,H2
function=6 process=0 scan=1286,Hex3HexNAc7,31.96960068,1918.176041,304,14352,2,1073.443848,2,0,0,H2
function=3 process=0 scan=1149,Hex3HexNAc7,32.03509903,1922.105942,260,17276,2,1092.419434,1,0,1,H1K1
function=3 process=0 scan=1150,Hex3HexNAc7,32.05578232,1923.346939,216,14046,2,1092.419434,1,0,1,H1K1
function=2 process=0 scan=951,Hex3HexNAc7,32.12983322,1927.789993,864,59296,3,715.9662476,3,0,0,H3
function=2 process=0 scan=952,Hex3HexNAc7,32.15053177,1929.031906,373,44332,3,715.9662476,3,0,0,H3
function=4 process=0 scan=1234,Hex3HexNAc7dHex1,31.98986626,1919.391975,329,14774,2,1146.474487,2,0,0,H2
function=4 process=0 scan=1235,Hex3HexNAc7dHex1,32.01058197,1920.634918,330,13032,2,1146.474487,2,0,0,H2
function=5 process=0 scan=1273,Hex3HexNAc7dHex1,32.04338455,1922.603073,381,16949,2,1146.474243,2,0,0,H2
function=5 process=0 scan=1274,Hex3HexNAc7dHex1,32.0640831,1923.844986,333,15600,2,1146.474243,2,0,0,H2
function=5 process=0 scan=1281,Hex3HexNAc7dHex1,32.24903488,1934.942093,418,28191,2,1146.474365,2,0,0,H2
function=5 process=0 scan=1282,Hex3HexNAc7dHex1,32.26978302,1936.186981,436,36399,2,1146.474365,2,0,0,H2
function=5 process=0 scan=1283,Hex3HexNAc7dHex1,32.29856491,1937.913895,406,55468,2,1165.448975,1,0,1,H1K1
function=5 process=0 scan=1284,Hex3HexNAc7dHex1,32.31956482,1939.173889,420,63534,2,1165.448975,1,0,1,H1K1
function=5 process=0 scan=1285,Hex3HexNAc7dHex1,32.34853363,1940.912018,508,36784,3,764.651062,3,0,0,H3
function=6 process=0 scan=1301,Hex3HexNAc7dHex1,32.35268402,1941.161041,529,34225,3,789.9562988,1,0,2,H1K2
function=5 process=0 scan=1286,Hex3HexNAc7dHex1,32.36926651,1942.155991,483,39766,3,764.651062,3,0,0,H3
function=6 process=0 scan=1302,Hex3HexNAc7dHex1,32.3734169,1942.405014,498,33796,3,789.9562988,1,0,2,H1K2
function=4 process=0 scan=1250,Hex3HexNAc7dHex1,32.39424896,1943.654938,618,59106,3,777.3030396,2,0,1,H2K1
function=4 process=0 scan=1251,Hex3HexNAc7dHex1,32.40701675,1944.421005,657,65258,3,777.3030396,2,0,1,H2K1
function=2 process=0 scan=962,Hex3HexNAc7dHex1,32.42773438,1945.664063,1185,193022,2,1146.474365,2,0,0,H2
function=3 process=0 scan=1166,Hex3HexNAc7dHex1,32.47800064,1948.680038,695,214136,2,1165.450195,1,0,1,H1K1
function=3 process=0 scan=1167,Hex3HexNAc7dHex1,32.51995087,1951.197052,642,93007,3,764.6530762,3,0,0,H3
function=4 process=0 scan=1256,Hex3HexNAc7dHex1,32.52411652,1951.446991,572,58007,3,789.9563599,1,0,2,H1K2
function=3 process=0 scan=1168,Hex3HexNAc7dHex1,32.53654861,1952.192917,668,101620,3,764.6530762,3,0,0,H3
function=4 process=0 scan=1257,Hex3HexNAc7dHex1,32.54071808,1952.443085,628,60459,3,789.9563599,1,0,2,H1K2
function=4 process=0 scan=1258,Hex3HexNAc7dHex1,32.57044983,1954.22699,779,114071,3,777.3043213,2,0,1,H2K1
function=2 process=0 scan=966,Hex3HexNAc7dHex1,32.59988403,1955.993042,1589,442507,2,1146.475098,2,0,0,H2
function=3 process=0 scan=1172,Hex3HexNAc7dHex1,32.65843201,1959.50592,788,331885,2,1165.452515,1,0,1,H1K1
function=6 process=0 scan=1315,Hex3HexNAc7dHex1,32.67088318,1960.252991,318,36061,2,1184.430298,0,0,2,K2
function=6 process=0 scan=1316,Hex3HexNAc7dHex1,32.68328476,1960.997086,315,35292,2,1184.430298,0,0,2,K2
function=3 process=0 scan=1173,Hex3HexNAc7dHex1,32.70043182,1962.025909,708,119332,3,764.6539307,3,0,0,H3
function=4 process=0 scan=1263,Hex3HexNAc7dHex1,32.70461655,1962.276993,616,63722,3,789.9557495,1,0,2,H1K2
function=4 process=0 scan=1264,Hex3HexNAc7dHex1,32.71704865,1963.022919,573,64399,3,789.9557495,1,0,2,H1K2
function=4 process=0 scan=1265,Hex3HexNAc7dHex1,32.74679947,1964.807968,789,106907,3,777.303894,2,0,1,H2K1
function=2 process=0 scan=970,Hex3HexNAc7dHex1,32.77616501,1966.569901,1314,284684,2,1146.473511,2,0,0,H2
function=3 process=0 scan=1176,Hex3HexNAc7dHex1,32.82189941,1969.313965,575,161979,2,1165.450684,1,0,1,H1K1
function=5 process=0 scan=1311,Hex3HexNAc7dHex1,32.92131805,1975.279083,430,23853,3,789.9539185,1,0,2,H1K2
function=6 process=0 scan=1327,Hex3HexNAc7dHex1,32.92544937,1975.526962,480,32440,3,777.3056641,2,0,1,H2K1
function=5 process=0 scan=1312,Hex3HexNAc7dHex1,32.9420166,1976.520996,414,21869,3,789.9539185,1,0,2,H1K2
function=6 process=0 scan=1328,Hex3HexNAc7dHex1,32.94616699,1976.77002,427,24980,3,777.3056641,2,0,1,H2K1
function=3 process=0 scan=1181,Hex3HexNAc7dHex1,32.9624176,1977.745056,537,48575,2,1146.472412,2,0,0,H2
function=6 process=0 scan=1329,Hex3HexNAc7dHex1,32.9748497,1978.490982,379,17580,3,764.651062,3,0,0,H3
function=3 process=0 scan=1182,Hex3HexNAc7dHex1,32.98316574,1978.989944,442,40408,2,1146.472412,2,0,0,H2
function=6 process=0 scan=1330,Hex3HexNAc7dHex1,32.99558258,1979.734955,407,18820,3,764.651062,3,0,0,H3
function=4 process=0 scan=1276,Hex3HexNAc7dHex1,33.01601791,1980.961075,347,40945,2,1165.450195,1,0,1,H1K1
function=4 process=0 scan=1277,Hex3HexNAc7dHex1,33.03671646,1982.202988,313,34261,2,1165.450195,1,0,1,H1K1
function=6 process=0 scan=1335,Hex3HexNAc7dHex1,33.13114929,1987.868958,314,15204,3,789.9575806,1,0,2,H1K2
function=6 process=0 scan=1336,Hex3HexNAc7dHex1,33.15186691,1989.112015,365,15691,3,789.9575806,1,0,2,H1K2
function=3 process=0 scan=1189,Hex3HexNAc7dHex1,33.16809845,1990.085907,388,24610,2,1146.470337,2,0,0,H2
function=3 process=0 scan=1190,Hex3HexNAc7dHex1,33.18878174,1991.326904,399,24942,2,1146.470337,2,0,0,H2
function=3 process=0 scan=1191,Hex3HexNAc7dHex1,33.21726608,1993.035965,293,27765,2,1165.450195,1,0,1,H1K1
function=4 process=0 scan=1284,Hex3HexNAc7dHex1,33.22140121,1993.284073,386,16741,3,764.6511841,3,0,0,H3
function=6 process=0 scan=1339,Hex3HexNAc7dHex1,33.22966766,1993.78006,389,18931,3,777.3065186,2,0,1,H2K1
function=3 process=0 scan=1192,Hex3HexNAc7dHex1,33.23793411,1994.276047,242,24355,2,1165.450195,1,0,1,H1K1
function=4 process=0 scan=1285,Hex3HexNAc7dHex1,33.24206543,1994.523926,360,15190,3,764.6511841,3,0,0,H3
function=6 process=0 scan=1340,Hex3HexNAc7dHex1,33.25033188,1995.019913,401,20660,3,777.3065186,2,0,1,H2K1
function=4 process=0 scan=1286,Hex3HexNAc7dHex1,33.27059937,1996.235962,303,31527,2,1165.452148,1,0,1,H1K1
function=4 process=0 scan=1287,Hex3HexNAc7dHex1,33.29128265,1997.476959,300,31476,2,1165.452148,1,0,1,H1K1
function=3 process=0 scan=1195,Hex3HexNAc7dHex1,33.31553268,1998.931961,408,21644,3,789.9544678,1,0,2,H1K2
function=3 process=0 scan=1196,Hex3HexNAc7dHex1,33.33625031,2000.175018,426,24347,3,789.9544678,1,0,2,H1K2
function=2 process=0 scan=992,Hex3HexNAc7dHex1,33.36051559,2001.630936,845,57033,2,1146.471191,2,0,0,H2
function=2 process=0 scan=993,Hex3HexNAc7dHex1,33.38124847,2002.874908,445,45439,2,1146.471191,2,0,0,H2
function=2 process=0 scan=994,Hex3HexNAc7dHex1,33.40988159,2004.592896,870,47683,3,777.3068237,2,0,1,H2K1
function=3 process=0 scan=1199,Hex3HexNAc7dHex1,33.41405106,2004.843063,475,28920,3,764.6538696,3,0,0,H3
function=2 process=0 scan=995,Hex3HexNAc7dHex1,33.43059921,2005.835953,541,40960,3,777.3068237,2,0,1,H2K1
function=3 process=0 scan=1200,Hex3HexNAc7dHex1,33.43476486,2006.085892,443,30147,3,764.6538696,3,0,0,H3
function=2 process=0 scan=996,Hex3HexNAc7dHex1,33.45908356,2007.545013,888,87688,2,1165.447876,1,0,1,H1K1
function=2 process=0 scan=997,Hex3HexNAc7dHex1,33.48791504,2009.274902,375,71423,2,1165.447876,1,0,1,H1K1
function=2 process=0 scan=998,Hex3HexNAc7dHex1,33.51641846,2010.985107,991,53440,3,789.9525146,1,0,2,H1K2
function=2 process=0 scan=999,Hex3HexNAc7dHex1,33.537117,2012.22702,507,37715,3,789.9525146,1,0,2,H1K2
function=2 process=0 scan=1000,Hex3HexNAc7dHex1,33.56565094,2013.939056,978,84793,2,1146.47168,2,0,0,H2
function=2 process=0 scan=1001,Hex3HexNAc7dHex1,33.58660126,2015.196075,528,62796,2,1146.47168,2,0,0,H2
function=2 process=0 scan=1002,Hex3HexNAc7dHex1,33.61518478,2016.911087,941,57781,3,777.305481,2,0,1,H2K1
function=3 process=0 scan=1207,Hex3HexNAc7dHex1,33.61935043,2017.161026,478,34422,3,764.652832,3,0,0,H3
function=2 process=0 scan=1003,Hex3HexNAc7dHex1,33.63588333,2018.153,511,41269,3,777.305481,2,0,1,H2K1
function=3 process=0 scan=1208,Hex3HexNAc7dHex1,33.64003372,2018.402023,442,30334,3,764.652832,3,0,0,H3
function=2 process=0 scan=1004,Hex3HexNAc7dHex1,33.66429901,2019.857941,848,78271,2,1165.451172,1,0,1,H1K1
function=2 process=0 scan=1005,Hex3HexNAc7dHex1,33.6849823,2021.098938,332,52196,2,1165.451172,1,0,1,H1K1
function=3 process=0 scan=1211,Hex3HexNAc7dHex1,33.71746826,2023.048096,517,35487,3,789.9567261,1,0,2,H1K2
function=4 process=0 scan=1304,Hex3HexNAc7dHex1,33.72159958,2023.295975,333,47871,2,1165.450684,1,0,1,H1K1
function=3 process=0 scan=1212,Hex3HexNAc7dHex1,33.73816681,2024.290009,446,30646,3,789.9567261,1,0,2,H1K2
function=4 process=0 scan=1305,Hex3HexNAc7dHex1,33.74229813,2024.537888,300,40422,2,1165.450684,1,0,1,H1K1
function=2 process=0 scan=1008,Hex3HexNAc7dHex1,33.76234818,2025.740891,740,47042,2,1146.473633,2,0,0,H2
function=2 process=0 scan=1009,Hex3HexNAc7dHex1,33.78308487,2026.985092,431,37083,2,1146.473633,2,0,0,H2
function=2 process=0 scan=1010,Hex3HexNAc7dHex1,33.81158447,2028.695068,960,42710,3,777.3010864,2,0,1,H2K1
function=3 process=0 scan=1215,Hex3HexNAc7dHex1,33.81575012,2028.945007,366,18228,3,764.6546021,3,0,0,H3
function=2 process=0 scan=1011,Hex3HexNAc7dHex1,33.83231735,2029.939041,415,23279,3,777.3010864,2,0,1,H2K1
function=3 process=0 scan=1216,Hex3HexNAc7dHex1,33.83646774,2030.188065,364,16751,3,764.6546021,3,0,0,H3
function=4 process=0 scan=1312,Hex3HexNAc7dHex1,33.92666626,2035.599976,354,20903,2,1146.474976,2,0,0,H2
function=5 process=0 scan=1351,Hex3HexNAc7dHex1,33.93080139,2035.848083,261,20713,2,1165.450928,1,0,1,H1K1
function=4 process=0 scan=1313,Hex3HexNAc7dHex1,33.94734955,2036.840973,353,19002,2,1146.474976,2,0,0,H2
function=5 process=0 scan=1352,Hex3HexNAc7dHex1,33.95148468,2037.089081,275,18892,2,1165.450928,1,0,1,H1K1
function=2 process=0 scan=1018,Hex3HexNAc7dHex1,34.01683426,2041.010056,707,26973,2,1146.472046,2,0,0,H2
function=2 process=0 scan=1019,Hex3HexNAc7dHex1,34.03749847,2042.249908,305,15693,2,1146.472046,2,0,0,H2
function=5 process=0 scan=1359,Hex3HexNAc7dHex1,34.12766647,2047.659988,324,15963,2,1146.469849,2,0,0,H2
function=5 process=0 scan=1360,Hex3HexNAc7dHex1,34.14419937,2048.651962,313,14691,2,1146.469849,2,0,0,H2
function=6 process=0 scan=1379,Hex3HexNAc7dHex1,34.22638321,2053.582993,304,14605,2,1146.473633,2,0,0,H2
function=6 process=0 scan=1380,Hex3HexNAc7dHex1,34.24734879,2054.840927,287,13274,2,1146.473633,2,0,0,H2
function=6 process=0 scan=1289,Hex5HexNAc3dHex1,32.04751587,1922.850952,315,14620,2,902.373291,2,0,0,H2
function=6 process=0 scan=1290,Hex5HexNAc3dHex1,32.06848145,1924.108887,352,16535,2,902.373291,2,0,0,H2
function=4 process=0 scan=1244,Hex5HexNAc3dHex1,32.24486542,1934.691925,434,27995,2,902.3734131,2,0,0,H2
function=4 process=0 scan=1245,Hex5HexNAc3dHex1,32.26563263,1935.937958,432,27881,2,902.3734131,2,0,0,H2
function=2 process=0 scan=953,Hex6HexNAc2,32.1791153,1930.746918,643,36999,2,827.8076782,1,0,1,H1K1
function=3 process=0 scan=1155,Hex6HexNAc2,32.18326569,1930.995941,342,26526,2,808.828125,2,0,0,H2
function=2 process=0 scan=954,Hex6HexNAc2,32.19981766,1931.989059,342,35666,2,827.8076782,1,0,1,H1K1
function=3 process=0 scan=1156,Hex6HexNAc2,32.20394897,1932.236938,408,33650,2,808.828125,2,0,0,H2
function=2 process=0 scan=961,Hex6HexNAc2,32.38588333,1943.153,1002,203102,2,827.8085938,1,0,1,H1K1
function=3 process=0 scan=1163,Hex6HexNAc2,32.39008331,1943.404999,744,154992,2,808.8311768,2,0,0,H2
function=6 process=0 scan=1305,Hex6HexNAc2,32.44438171,1946.662903,349,18139,2,846.7850952,0,0,2,K2
function=6 process=0 scan=1306,Hex6HexNAc2,32.46099854,1947.659912,352,17432,2,846.7850952,0,0,2,K2
function=2 process=0 scan=965,Hex6HexNAc2,32.56178284,1953.70697,1228,438783,2,827.8099976,1,0,1,H1K1
function=3 process=0 scan=1169,Hex6HexNAc2,32.56600189,1953.960114,964,289335,2,808.8317261,2,0,0,H2
function=5 process=0 scan=1297,Hex6HexNAc2,32.61241531,1956.744919,330,18536,2,846.7871094,0,0,2,K2
function=5 process=0 scan=1298,Hex6HexNAc2,32.62900162,1957.740097,338,18947,2,846.7871094,0,0,2,K2
function=2 process=0 scan=969,Hex6HexNAc2,32.73841476,1964.304886,1074,253346,2,827.8087769,1,0,1,H1K1
function=3 process=0 scan=1174,Hex6HexNAc2,32.74261856,1964.557114,762,160928,2,808.8310547,2,0,0,H2
function=3 process=0 scan=1179,Hex6HexNAc2,32.9129982,1974.779892,499,42047,2,808.8286743,2,0,0,H2
function=4 process=0 scan=1272,Hex6HexNAc2,32.91714859,1975.028915,417,46221,2,827.8082886,1,0,1,H1K1
function=3 process=0 scan=1180,Hex6HexNAc2,32.93373489,1976.024094,437,37280,2,808.8286743,2,0,0,H2
function=4 process=0 scan=1273,Hex6HexNAc2,32.93786621,1976.271973,383,40793,2,827.8082886,1,0,1,H1K1
function=3 process=0 scan=1187,Hex6HexNAc2,33.11869812,1987.121887,396,26096,2,808.828186,2,0,0,H2
function=4 process=0 scan=1280,Hex6HexNAc2,33.12284851,1987.370911,380,28757,2,827.8069458,1,0,1,H1K1
function=3 process=0 scan=1188,Hex6HexNAc2,33.13941574,1988.364944,358,23466,2,808.828186,2,0,0,H2
function=4 process=0 scan=1281,Hex6HexNAc2,33.14355087,1988.613052,304,24501,2,827.8069458,1,0,1,H1K1
function=4 process=0 scan=1282,Hex6HexNAc2,33.17224884,1990.33493,299,25397,2,827.8060303,1,0,1,H1K1
function=4 process=0 scan=1283,Hex6HexNAc2,33.19293213,1991.575928,355,24908,2,827.8060303,1,0,1,H1K1
function=6 process=0 scan=1297,Hex3HexNAc5dHex2,32.25318146,1935.190887,367,19611,2,1016.425964,2,0,0,H2
function=6 process=0 scan=1298,Hex3HexNAc5dHex2,32.27393341,1936.436005,368,23199,2,1016.425964,2,0,0,H2
function=4 process=0 scan=1246,Hex3HexNAc5dHex2,32.29441833,1937.6651,478,32319,2,1016.425598,2,0,0,H2
function=6 process=0 scan=1299,Hex3HexNAc5dHex2,32.30270004,1938.162003,350,39858,2,1035.399902,1,0,1,H1K1
function=4 process=0 scan=1247,Hex3HexNAc5dHex2,32.31513214,1938.907928,493,41411,2,1016.425598,2,0,0,H2
function=6 process=0 scan=1300,Hex3HexNAc5dHex2,32.32371521,1939.422913,407,52693,2,1035.399902,1,0,1,H1K1
function=3 process=0 scan=1161,Hex3HexNAc5dHex2,32.34023285,1940.413971,429,66627,2,1035.399902,1,0,1,H1K1
function=3 process=0 scan=1162,Hex3HexNAc5dHex2,32.36096573,1941.657944,445,77648,2,1035.399902,1,0,1,H1K1
function=2 process=0 scan=963,Hex3HexNAc5dHex2,32.47380066,1948.42804,1353,191326,2,1016.425415,2,0,0,H2
function=2 process=0 scan=964,Hex3HexNAc5dHex2,32.51575089,1950.945053,1232,259779,2,1035.404297,1,0,1,H1K1
function=2 process=0 scan=967,Hex3HexNAc5dHex2,32.64613342,1958.768005,1679,352275,2,1016.427002,2,0,0,H2
function=2 process=0 scan=968,Hex3HexNAc5dHex2,32.69623184,1961.773911,1295,348878,2,1035.404297,1,0,1,H1K1
function=5 process=0 scan=1303,Hex3HexNAc5dHex2,32.75096512,1965.057907,302,35865,2,1054.378906,0,0,2,K2
function=5 process=0 scan=1304,Hex3HexNAc5dHex2,32.75923157,1965.553894,286,33640,2,1054.378906,0,0,2,K2
function=3 process=0 scan=1175,Hex3HexNAc5dHex2,32.78038406,1966.823044,777,245471,2,1035.40271,1,0,1,H1K1
function=2 process=0 scan=971,Hex3HexNAc5dHex2,32.81769943,1969.061966,1198,190667,2,1016.426575,2,0,0,H2
function=2 process=0 scan=976,Hex3HexNAc5dHex2,32.95823288,1977.493973,949,78481,2,1016.425293,2,0,0,H2
function=4 process=0 scan=1274,Hex3HexNAc5dHex2,32.96656799,1977.99408,452,75133,2,1035.403931,1,0,1,H1K1
function=2 process=0 scan=977,Hex3HexNAc5dHex2,32.97900009,1978.740005,534,60696,2,1016.425293,2,0,0,H2
function=4 process=0 scan=1275,Hex3HexNAc5dHex2,32.98731613,1979.238968,416,63592,2,1035.403931,1,0,1,H1K1
function=2 process=0 scan=978,Hex3HexNAc5dHex2,33.00771713,1980.463028,876,62793,2,1016.425232,2,0,0,H2
function=3 process=0 scan=1183,Hex3HexNAc5dHex2,33.01188278,1980.712967,412,58135,2,1035.40564,1,0,1,H1K1
function=2 process=0 scan=979,Hex3HexNAc5dHex2,33.02843475,1981.706085,457,40842,2,1016.425232,2,0,0,H2
function=3 process=0 scan=1184,Hex3HexNAc5dHex2,33.03258514,1981.955109,360,46704,2,1035.40564,1,0,1,H1K1
function=6 process=0 scan=1337,Hex3HexNAc5dHex2,33.18051529,1990.830917,263,15705,2,1035.403564,1,0,1,H1K1
function=6 process=0 scan=1338,Hex3HexNAc5dHex2,33.20119858,1992.071915,269,15361,2,1035.403564,1,0,1,H1K1
function=4 process=0 scan=1268,Hex5HexNAc4,32.8260498,1969.562988,412,30398,2,930.8795166,2,0,0,H2
function=6 process=0 scan=1323,Hex5HexNAc4,32.83433151,1970.059891,383,36072,2,949.8584595,1,0,1,H1K1
function=4 process=0 scan=1269,Hex5HexNAc4,32.8384819,1970.308914,391,32294,2,930.8795166,2,0,0,H2
function=6 process=0 scan=1324,Hex5HexNAc4,32.84676743,1970.806046,371,35736,2,949.8584595,1,0,1,H1K1
function=6 process=0 scan=1331,Hex5HexNAc4,33.02429962,1981.457977,284,19686,2,949.8588867,1,0,1,H1K1
function=6 process=0 scan=1332,Hex5HexNAc4,33.04498291,1982.698975,268,17172,2,949.8588867,1,0,1,H1K1
function=5 process=0 scan=1317,Hex5HexNAc4,33.07775116,1984.66507,284,12589,2,930.8814087,2,0,0,H2
function=5 process=0 scan=1318,Hex5HexNAc4,33.09840012,1985.904007,280,11007,2,930.8814087,2,0,0,H2
function=6 process=0 scan=1363,Hex4HexNAc4dHex2,33.82818222,2029.690933,368,17819,2,995.9117432,2,0,0,H2
function=6 process=0 scan=1364,Hex4HexNAc4dHex2,33.84888458,2030.933075,337,18722,2,995.9117432,2,0,0,H2
function=2 process=0 scan=1012,Hex4HexNAc4dHex2,33.86085129,2031.651077,729,31724,2,995.9129028,2,0,0,H2
function=2 process=0 scan=1013,Hex4HexNAc4dHex2,33.88963318,2033.377991,403,26353,2,995.9129028,2,0,0,H2
function=3 process=0 scan=1219,Hex4HexNAc4dHex2,33.92251587,2035.350952,374,45811,2,1014.889221,1,0,1,H1K1
function=3 process=0 scan=1220,Hex4HexNAc4dHex2,33.94319916,2036.591949,378,49142,2,1014.889221,1,0,1,H1K1
function=5 process=0 scan=1355,Hex4HexNAc4dHex2,34.0292511,2041.755066,248,11829,2,1033.865112,0,0,2,K2
function=5 process=0 scan=1356,Hex4HexNAc4dHex2,34.04990005,2042.994003,237,12400,2,1033.865112,0,0,2,K2
function=2 process=0 scan=1020,Hex4HexNAc4dHex2,34.06598282,2043.958969,1043,78574,2,995.9111328,2,0,0,H2
function=2 process=0 scan=1021,Hex4HexNAc4dHex2,34.08675003,2045.205002,560,67859,2,995.9111328,2,0,0,H2
