Precursor Name, Precursor Formula, Precursor Adduct, Precursor Charge
H5N2,C59O36N5H99,[M+H3],3
H5N2F1,C65O40N5H109,[M+H1],1
H5N2F1,C65O40N5H109,[M+H2],2
H5N2F1,C65O40N5H109,[M+H3],3
H5N3,C67O41N6H112,[M+H1],1
H5N3,C67O41N6H112,[M+H2],2
H5N3,C67O41N6H112,[M+H3],3
H5N3F1,C73O45N6H122,[M+H1],1
H5N3F1,C73O45N6H122,[M+H2],2
H5N3F1,C73O45N6H122,[M+H3],3
H5N3F2,C79O49N6H132,[M+H1],1
H5N3F2,C79O49N6H132,[M+H2],2
H5N3F2,C79O49N6H132,[M+H3],3
H5N3S1,C78O49N7H129,[M+H1],1
H5N3S1,C78O49N7H129,[M+H2],2
H5N3S1,C78O49N7H129,[M+H3],3
H5N3S1F1,C84O53N7H139,[M+H1],1
H5N3S1F1,C84O53N7H139,[M+H2],2
H5N3S1F1,C84O53N7H139,[M+H3],3
H5N3S1F2,C90O57N7H149,[M+H1],1
H5N3S1F2,C90O57N7H149,[M+H2],2
H5N3S1F2,C90O57N7H149,[M+H3],3
H5N3S2,C89O57N8H146,[M+H1],1
H5N3S2,C89O57N8H146,[M+H2],2
H5N3S2,C89O57N8H146,[M+H3],3
H5N3S2F1,C95O61N8H156,[M+H1],1
H5N3S2F1,C95O61N8H156,[M+H2],2
H5N3S2F1,C95O61N8H156,[M+H3],3
H5N3S2F2,C101O65N8H166,[M+H1],1
H5N3S2F2,C101O65N8H166,[M+H2],2
H5N3S2F2,C101O65N8H166,[M+H3],3
H5N4,C75O46N7H125,[M+H1],1
H5N4,C75O46N7H125,[M+H2],2
H5N4,C75O46N7H125,[M+H3],3
H5N4F1,C81O50N7H135,[M+H1],1
H5N4F1,C81O50N7H135,[M+H2],2
H5N4F1,C81O50N7H135,[M+H3],3
H5N4F2,C87O54N7H145,[M+H1],1
H5N4F2,C87O54N7H145,[M+H2],2
H5N4F2,C87O54N7H145,[M+H3],3
H5N4F3,C93O58N7H155,[M+H1],1
H5N4F3,C93O58N7H155,[M+H2],2
H5N4F3,C93O58N7H155,[M+H3],3
H5N4S1,C86O54N8H142,[M+H1],1
H5N4S1,C86O54N8H142,[M+H2],2
H5N4S1,C86O54N8H142,[M+H3],3
H5N4S1F1,C92O58N8H152,[M+H1],1
H5N4S1F1,C92O58N8H152,[M+H2],2
H5N4S1F1,C92O58N8H152,[M+H3],3
H5N4S1F2,C98O62N8H162,[M+H1],1
H5N4S1F2,C98O62N8H162,[M+H2],2
H5N4S1F2,C98O62N8H162,[M+H3],3
H5N4S1F3,C104O66N8H172,[M+H1],1
H5N4S1F3,C104O66N8H172,[M+H2],2
H5N4S1F3,C104O66N8H172,[M+H3],3
H5N4S2,C97O62N9H159,[M+H1],1
H5N4S2,C97O62N9H159,[M+H2],2
H5N4S2,C97O62N9H159,[M+H3],3
H5N4S2F1,C103O66N9H169,[M+H1],1
H5N4S2F1,C103O66N9H169,[M+H2],2
H5N4S2F1,C103O66N9H169,[M+H3],3
H5N4S2F2,C109O70N9H179,[M+H1],1
H5N4S2F2,C109O70N9H179,[M+H2],2
H5N4S2F2,C109O70N9H179,[M+H3],3
H5N4S2F3,C115O74N9H189,[M+H1],1
H5N4S2F3,C115O74N9H189,[M+H2],2
H5N4S2F3,C115O74N9H189,[M+H3],3
H5N4S3,C108O70N10H176,[M+H1],1
H5N4S3,C108O70N10H176,[M+H2],2
H5N4S3,C108O70N10H176,[M+H3],3
H5N4S3F1,C114O74N10H186,[M+H1],1
H5N4S3F1,C114O74N10H186,[M+H2],2
H5N4S3F1,C114O74N10H186,[M+H3],3
H5N4S3F2,C120O78N10H196,[M+H1],1
H5N4S3F2,C120O78N10H196,[M+H2],2
H5N4S3F2,C120O78N10H196,[M+H3],3
H5N4S3F3,C126O82N10H206,[M+H1],1
H5N4S3F3,C126O82N10H206,[M+H2],2
H5N4S3F3,C126O82N10H206,[M+H3],3
H5N5,C83O51N8H138,[M+H1],1
H5N5,C83O51N8H138,[M+H2],2
H5N5,C83O51N8H138,[M+H3],3
H5N5F1,C89O55N8H148,[M+H1],1
H5N5F1,C89O55N8H148,[M+H2],2
H5N5F1,C89O55N8H148,[M+H3],3
H5N5F2,C95O59N8H158,[M+H1],1
H5N5F2,C95O59N8H158,[M+H2],2
H5N5F2,C95O59N8H158,[M+H3],3
H5N5F3,C101O63N8H168,[M+H1],1
H5N5F3,C101O63N8H168,[M+H2],2
H5N5F3,C101O63N8H168,[M+H3],3
H5N5F4,C107O67N8H178,[M+H1],1
H5N5F4,C107O67N8H178,[M+H2],2
H5N5F4,C107O67N8H178,[M+H3],3
H5N5S1,C94O59N9H155,[M+H1],1
H5N5S1,C94O59N9H155,[M+H2],2
H5N5S1,C94O59N9H155,[M+H3],3
H5N5S1F1,C100O63N9H165,[M+H1],1
H5N5S1F1,C100O63N9H165,[M+H2],2
H5N5S1F1,C100O63N9H165,[M+H3],3
H5N5S1F2,C106O67N9H175,[M+H1],1
H5N5S1F2,C106O67N9H175,[M+H2],2
H5N5S1F2,C106O67N9H175,[M+H3],3
H5N5S1F3,C112O71N9H185,[M+H1],1
H5N5S1F3,C112O71N9H185,[M+H2],2
H5N5S1F3,C112O71N9H185,[M+H3],3
H5N5S1F4,C118O75N9H195,[M+H1],1
H5N5S1F4,C118O75N9H195,[M+H2],2
H5N5S1F4,C118O75N9H195,[M+H3],3
H5N5S2,C105O67N10H172,[M+H1],1
H5N5S2,C105O67N10H172,[M+H2],2
H5N5S2,C105O67N10H172,[M+H3],3
H5N5S2F1,C111O71N10H182,[M+H1],1
H5N5S2F1,C111O71N10H182,[M+H2],2
H5N5S2F1,C111O71N10H182,[M+H3],3
H5N5S2F2,C117O75N10H192,[M+H1],1
H5N5S2F2,C117O75N10H192,[M+H2],2
H5N5S2F2,C117O75N10H192,[M+H3],3
H5N5S2F3,C123O79N10H202,[M+H1],1
H5N5S2F3,C123O79N10H202,[M+H2],2
H5N5S2F3,C123O79N10H202,[M+H3],3
H5N5S2F4,C129O83N10H212,[M+H1],1
H5N5S2F4,C129O83N10H212,[M+H2],2
H5N5S2F4,C129O83N10H212,[M+H3],3
H5N5S3,C116O75N11H189,[M+H1],1
H5N5S3,C116O75N11H189,[M+H2],2
H5N5S3,C116O75N11H189,[M+H3],3
H5N5S3F1,C122O79N11H199,[M+H1],1
H5N5S3F1,C122O79N11H199,[M+H2],2
H5N5S3F1,C122O79N11H199,[M+H3],3
H5N5S3F2,C128O83N11H209,[M+H1],1
H5N5S3F2,C128O83N11H209,[M+H2],2
H5N5S3F2,C128O83N11H209,[M+H3],3
H5N5S3F3,C134O87N11H219,[M+H1],1
H5N5S3F3,C134O87N11H219,[M+H2],2
H5N5S3F3,C134O87N11H219,[M+H3],3
H5N5S3F4,C140O91N11H229,[M+H1],1
H5N5S3F4,C140O91N11H229,[M+H2],2
H5N5S3F4,C140O91N11H229,[M+H3],3
H5N6,C91O56N9H151,[M+H1],1
H5N6,C91O56N9H151,[M+H2],2
H5N6,C91O56N9H151,[M+H3],3
H5N6F1,C97O60N9H161,[M+H1],1
H5N6F1,C97O60N9H161,[M+H2],2
H5N6F1,C97O60N9H161,[M+H3],3
H5N6F2,C103O64N9H171,[M+H1],1
H5N6F2,C103O64N9H171,[M+H2],2
H5N6F2,C103O64N9H171,[M+H3],3
H5N6F3,C109O68N9H181,[M+H1],1
H5N6F3,C109O68N9H181,[M+H2],2
H5N6F3,C109O68N9H181,[M+H3],3
H5N6F4,C115O72N9H191,[M+H1],1
H5N6F4,C115O72N9H191,[M+H2],2
H5N6F4,C115O72N9H191,[M+H3],3
H5N6S1,C102O64N10H168,[M+H1],1
H5N6S1,C102O64N10H168,[M+H2],2
H5N6S1,C102O64N10H168,[M+H3],3
H5N6S1F1,C108O68N10H178,[M+H1],1
H5N6S1F1,C108O68N10H178,[M+H2],2
H5N6S1F1,C108O68N10H178,[M+H3],3
H5N6S1F2,C114O72N10H188,[M+H1],1
H5N6S1F2,C114O72N10H188,[M+H2],2
H5N6S1F2,C114O72N10H188,[M+H3],3
H5N6S1F3,C120O76N10H198,[M+H1],1
H5N6S1F3,C120O76N10H198,[M+H2],2
H5N6S1F3,C120O76N10H198,[M+H3],3
H5N6S1F4,C126O80N10H208,[M+H1],1
H5N6S1F4,C126O80N10H208,[M+H2],2
H5N6S1F4,C126O80N10H208,[M+H3],3
H5N6S2,C113O72N11H185,[M+H1],1
H5N6S2,C113O72N11H185,[M+H2],2
H5N6S2,C113O72N11H185,[M+H3],3
H5N6S2F1,C119O76N11H195,[M+H1],1
H5N6S2F1,C119O76N11H195,[M+H2],2
H5N6S2F1,C119O76N11H195,[M+H3],3
H5N6S2F2,C125O80N11H205,[M+H1],1
H5N6S2F2,C125O80N11H205,[M+H2],2
H5N6S2F2,C125O80N11H205,[M+H3],3
H5N6S2F3,C131O84N11H215,[M+H1],1
H5N6S2F3,C131O84N11H215,[M+H2],2
H5N6S2F3,C131O84N11H215,[M+H3],3
H5N6S2F4,C137O88N11H225,[M+H1],1
H5N6S2F4,C137O88N11H225,[M+H2],2
H5N6S2F4,C137O88N11H225,[M+H3],3
H5N6S3,C124O80N12H202,[M+H1],1
H5N6S3,C124O80N12H202,[M+H2],2
H5N6S3,C124O80N12H202,[M+H3],3
H5N6S3F1,C130O84N12H212,[M+H1],1
H5N6S3F1,C130O84N12H212,[M+H2],2
H5N6S3F1,C130O84N12H212,[M+H3],3
H5N6S3F2,C136O88N12H222,[M+H1],1
H5N6S3F2,C136O88N12H222,[M+H2],2
H5N6S3F2,C136O88N12H222,[M+H3],3
H5N6S3F3,C142O92N12H232,[M+H1],1
H5N6S3F3,C142O92N12H232,[M+H2],2
H5N6S3F3,C142O92N12H232,[M+H3],3
H5N6S3F4,C148O96N12H242,[M+H1],1
H5N6S3F4,C148O96N12H242,[M+H2],2
H5N6S3F4,C148O96N12H242,[M+H3],3
H5N7,C99O61N10H164,[M+H1],1
H5N7,C99O61N10H164,[M+H2],2
H5N7,C99O61N10H164,[M+H3],3
H5N7F1,C105O65N10H174,[M+H1],1
H5N7F1,C105O65N10H174,[M+H2],2
H5N7F1,C105O65N10H174,[M+H3],3
H5N7F2,C111O69N10H184,[M+H1],1
H5N7F2,C111O69N10H184,[M+H2],2
H5N7F2,C111O69N10H184,[M+H3],3
H5N7F3,C117O73N10H194,[M+H1],1
H5N7F3,C117O73N10H194,[M+H2],2
H5N7F3,C117O73N10H194,[M+H3],3
H5N7F4,C123O77N10H204,[M+H1],1
H5N7F4,C123O77N10H204,[M+H2],2
H5N7F4,C123O77N10H204,[M+H3],3
H5N7S1,C110O69N11H181,[M+H1],1
H5N7S1,C110O69N11H181,[M+H2],2
H5N7S1,C110O69N11H181,[M+H3],3
H5N7S1F1,C116O73N11H191,[M+H1],1
H5N7S1F1,C116O73N11H191,[M+H2],2
H5N7S1F1,C116O73N11H191,[M+H3],3
H5N7S1F2,C122O77N11H201,[M+H1],1
H5N7S1F2,C122O77N11H201,[M+H2],2
H5N7S1F2,C122O77N11H201,[M+H3],3
H5N7S1F3,C128O81N11H211,[M+H1],1
H5N7S1F3,C128O81N11H211,[M+H2],2
H5N7S1F3,C128O81N11H211,[M+H3],3
H5N7S1F4,C134O85N11H221,[M+H1],1
H5N7S1F4,C134O85N11H221,[M+H2],2
H5N7S1F4,C134O85N11H221,[M+H3],3
H5N7S2,C121O77N12H198,[M+H1],1
H5N7S2,C121O77N12H198,[M+H2],2
H5N7S2,C121O77N12H198,[M+H3],3
H5N7S2F1,C127O81N12H208,[M+H1],1
H5N7S2F1,C127O81N12H208,[M+H2],2
H5N7S2F1,C127O81N12H208,[M+H3],3
H5N7S2F2,C133O85N12H218,[M+H1],1
H5N7S2F2,C133O85N12H218,[M+H2],2
H5N7S2F2,C133O85N12H218,[M+H3],3
H5N7S2F3,C139O89N12H228,[M+H1],1
H5N7S2F3,C139O89N12H228,[M+H2],2
H5N7S2F3,C139O89N12H228,[M+H3],3
H5N7S2F4,C145O93N12H238,[M+H1],1
H5N7S2F4,C145O93N12H238,[M+H2],2
H5N7S2F4,C145O93N12H238,[M+H3],3
H5N7S3,C132O85N13H215,[M+H1],1
H5N7S3,C132O85N13H215,[M+H2],2
H5N7S3,C132O85N13H215,[M+H3],3
H5N7S3F1,C138O89N13H225,[M+H1],1
H5N7S3F1,C138O89N13H225,[M+H2],2
H5N7S3F1,C138O89N13H225,[M+H3],3
H5N7S3F2,C144O93N13H235,[M+H1],1
H5N7S3F2,C144O93N13H235,[M+H2],2
H5N7S3F2,C144O93N13H235,[M+H3],3
H5N7S3F3,C150O97N13H245,[M+H1],1
H5N7S3F3,C150O97N13H245,[M+H2],2
H5N7S3F3,C150O97N13H245,[M+H3],3
H5N7S3F4,C156O101N13H255,[M+H1],1
H5N7S3F4,C156O101N13H255,[M+H2],2
H5N7S3F4,C156O101N13H255,[M+H3],3
H5N8,C107O66N11H177,[M+H1],1
H5N8,C107O66N11H177,[M+H2],2
H5N8,C107O66N11H177,[M+H3],3
H5N8F1,C113O70N11H187,[M+H1],1
H5N8F1,C113O70N11H187,[M+H2],2
H5N8F1,C113O70N11H187,[M+H3],3
H5N8F2,C119O74N11H197,[M+H1],1
H5N8F2,C119O74N11H197,[M+H2],2
H5N8F2,C119O74N11H197,[M+H3],3
H5N8F3,C125O78N11H207,[M+H1],1
H5N8F3,C125O78N11H207,[M+H2],2
H5N8F3,C125O78N11H207,[M+H3],3
H5N8F4,C131O82N11H217,[M+H1],1
H5N8F4,C131O82N11H217,[M+H2],2
H5N8F4,C131O82N11H217,[M+H3],3
H5N8S1,C118O74N12H194,[M+H1],1
H5N8S1,C118O74N12H194,[M+H2],2
H5N8S1,C118O74N12H194,[M+H3],3
H5N8S1F1,C124O78N12H204,[M+H1],1
H5N8S1F1,C124O78N12H204,[M+H2],2
H5N8S1F1,C124O78N12H204,[M+H3],3
H5N8S1F2,C130O82N12H214,[M+H1],1
H5N8S1F2,C130O82N12H214,[M+H2],2
H5N8S1F2,C130O82N12H214,[M+H3],3
H5N8S1F3,C136O86N12H224,[M+H1],1
H5N8S1F3,C136O86N12H224,[M+H2],2
H5N8S1F3,C136O86N12H224,[M+H3],3
H5N8S1F4,C142O90N12H234,[M+H1],1
H5N8S1F4,C142O90N12H234,[M+H2],2
H5N8S1F4,C142O90N12H234,[M+H3],3
H5N8S2,C129O82N13H211,[M+H1],1
H5N8S2,C129O82N13H211,[M+H2],2
H5N8S2,C129O82N13H211,[M+H3],3
H5N8S2F1,C135O86N13H221,[M+H1],1
H5N8S2F1,C135O86N13H221,[M+H2],2
H5N8S2F1,C135O86N13H221,[M+H3],3
H5N8S2F2,C141O90N13H231,[M+H1],1
H5N8S2F2,C141O90N13H231,[M+H2],2
H5N8S2F2,C141O90N13H231,[M+H3],3
H5N8S2F3,C147O94N13H241,[M+H1],1
H5N8S2F3,C147O94N13H241,[M+H2],2
H5N8S2F3,C147O94N13H241,[M+H3],3
H5N8S2F4,C153O98N13H251,[M+H1],1
H5N8S2F4,C153O98N13H251,[M+H2],2
H5N8S2F4,C153O98N13H251,[M+H3],3
H5N8S3,C140O90N14H228,[M+H1],1
H5N8S3,C140O90N14H228,[M+H2],2
H5N8S3,C140O90N14H228,[M+H3],3
H5N8S3F1,C146O94N14H238,[M+H1],1
H5N8S3F1,C146O94N14H238,[M+H2],2
H5N8S3F1,C146O94N14H238,[M+H3],3
H5N8S3F2,C152O98N14H248,[M+H1],1
H5N8S3F2,C152O98N14H248,[M+H2],2
H5N8S3F2,C152O98N14H248,[M+H3],3
H5N8S3F3,C158O102N14H258,[M+H1],1
H5N8S3F3,C158O102N14H258,[M+H2],2
H5N8S3F3,C158O102N14H258,[M+H3],3
H5N8S3F4,C164O106N14H268,[M+H1],1
H5N8S3F4,C164O106N14H268,[M+H2],2
H5N8S3F4,C164O106N14H268,[M+H3],3
H5N9,C115O71N12H190,[M+H1],1
H5N9,C115O71N12H190,[M+H2],2
H5N9,C115O71N12H190,[M+H3],3
H5N9F1,C121O75N12H200,[M+H1],1
H5N9F1,C121O75N12H200,[M+H2],2
H5N9F1,C121O75N12H200,[M+H3],3
H5N9F2,C127O79N12H210,[M+H1],1
H5N9F2,C127O79N12H210,[M+H2],2
H5N9F2,C127O79N12H210,[M+H3],3
H5N9F3,C133O83N12H220,[M+H1],1
H5N9F3,C133O83N12H220,[M+H2],2
H5N9F3,C133O83N12H220,[M+H3],3
H5N9F4,C139O87N12H230,[M+H1],1
H5N9F4,C139O87N12H230,[M+H2],2
H5N9F4,C139O87N12H230,[M+H3],3
H5N9S1,C126O79N13H207,[M+H1],1
H5N9S1,C126O79N13H207,[M+H2],2
H5N9S1,C126O79N13H207,[M+H3],3
H5N9S1F1,C132O83N13H217,[M+H1],1
H5N9S1F1,C132O83N13H217,[M+H2],2
H5N9S1F1,C132O83N13H217,[M+H3],3
H5N9S1F2,C138O87N13H227,[M+H1],1
H5N9S1F2,C138O87N13H227,[M+H2],2
H5N9S1F2,C138O87N13H227,[M+H3],3
H5N9S1F3,C144O91N13H237,[M+H1],1
H5N9S1F3,C144O91N13H237,[M+H2],2
H5N9S1F3,C144O91N13H237,[M+H3],3
H5N9S1F4,C150O95N13H247,[M+H1],1
H5N9S1F4,C150O95N13H247,[M+H2],2
H5N9S1F4,C150O95N13H247,[M+H3],3
H5N9S2,C137O87N14H224,[M+H1],1
H5N9S2,C137O87N14H224,[M+H2],2
H5N9S2,C137O87N14H224,[M+H3],3
H5N9S2F1,C143O91N14H234,[M+H1],1
H5N9S2F1,C143O91N14H234,[M+H2],2
H5N9S2F1,C143O91N14H234,[M+H3],3
H5N9S2F2,C149O95N14H244,[M+H1],1
H5N9S2F2,C149O95N14H244,[M+H2],2
H5N9S2F2,C149O95N14H244,[M+H3],3
H5N9S2F3,C155O99N14H254,[M+H1],1
H5N9S2F3,C155O99N14H254,[M+H2],2
H5N9S2F3,C155O99N14H254,[M+H3],3
H5N9S2F4,C161O103N14H264,[M+H1],1
H5N9S2F4,C161O103N14H264,[M+H2],2
H5N9S2F4,C161O103N14H264,[M+H3],3
H5N9S3,C148O95N15H241,[M+H1],1
H5N9S3,C148O95N15H241,[M+H2],2
H5N9S3,C148O95N15H241,[M+H3],3
H5N9S3F1,C154O99N15H251,[M+H1],1
H5N9S3F1,C154O99N15H251,[M+H2],2
H5N9S3F1,C154O99N15H251,[M+H3],3
H5N9S3F2,C160O103N15H261,[M+H1],1
H5N9S3F2,C160O103N15H261,[M+H2],2
H5N9S3F2,C160O103N15H261,[M+H3],3
H5N9S3F3,C166O107N15H271,[M+H1],1
H5N9S3F3,C166O107N15H271,[M+H2],2
H5N9S3F3,C166O107N15H271,[M+H3],3
H5N9S3F4,C172O111N15H281,[M+H1],1
H5N9S3F4,C172O111N15H281,[M+H2],2
H5N9S3F4,C172O111N15H281,[M+H3],3
H6N10,C129O81N13H213,[M+H1],1
H6N10,C129O81N13H213,[M+H2],2
H6N10,C129O81N13H213,[M+H3],3
H6N10F1,C135O85N13H223,[M+H1],1
H6N10F1,C135O85N13H223,[M+H2],2
H6N10F1,C135O85N13H223,[M+H3],3
H6N10F2,C141O89N13H233,[M+H1],1
H6N10F2,C141O89N13H233,[M+H2],2
H6N10F2,C141O89N13H233,[M+H3],3
H6N10F3,C147O93N13H243,[M+H1],1
H6N10F3,C147O93N13H243,[M+H2],2
H6N10F3,C147O93N13H243,[M+H3],3
H6N10F4,C153O97N13H253,[M+H1],1
H6N10F4,C153O97N13H253,[M+H2],2
H6N10F4,C153O97N13H253,[M+H3],3
H6N10S1,C140O89N14H230,[M+H1],1
H6N10S1,C140O89N14H230,[M+H2],2
H6N10S1,C140O89N14H230,[M+H3],3
H6N10S1F1,C146O93N14H240,[M+H1],1
H6N10S1F1,C146O93N14H240,[M+H2],2
H6N10S1F1,C146O93N14H240,[M+H3],3
H6N10S1F2,C152O97N14H250,[M+H1],1
H6N10S1F2,C152O97N14H250,[M+H2],2
H6N10S1F2,C152O97N14H250,[M+H3],3
H6N10S1F3,C158O101N14H260,[M+H1],1
H6N10S1F3,C158O101N14H260,[M+H2],2
H6N10S1F3,C158O101N14H260,[M+H3],3
H6N10S1F4,C164O105N14H270,[M+H1],1
H6N10S1F4,C164O105N14H270,[M+H2],2
H6N10S1F4,C164O105N14H270,[M+H3],3
H6N10S2,C151O97N15H247,[M+H1],1
H6N10S2,C151O97N15H247,[M+H2],2
H6N10S2,C151O97N15H247,[M+H3],3
H6N10S2F1,C157O101N15H257,[M+H1],1
H6N10S2F1,C157O101N15H257,[M+H2],2
H6N10S2F1,C157O101N15H257,[M+H3],3
H6N10S2F2,C163O105N15H267,[M+H1],1
H6N10S2F2,C163O105N15H267,[M+H2],2
H6N10S2F2,C163O105N15H267,[M+H3],3
H6N10S2F3,C169O109N15H277,[M+H1],1
H6N10S2F3,C169O109N15H277,[M+H2],2
H6N10S2F3,C169O109N15H277,[M+H3],3
H6N10S2F4,C175O113N15H287,[M+H1],1
H6N10S2F4,C175O113N15H287,[M+H2],2
H6N10S2F4,C175O113N15H287,[M+H3],3
H6N10S3,C162O105N16H264,[M+H1],1
H6N10S3,C162O105N16H264,[M+H2],2
H6N10S3,C162O105N16H264,[M+H3],3
H6N10S3F1,C168O109N16H274,[M+H1],1
H6N10S3F1,C168O109N16H274,[M+H2],2
H6N10S3F1,C168O109N16H274,[M+H3],3
H6N10S3F2,C174O113N16H284,[M+H1],1
H6N10S3F2,C174O113N16H284,[M+H2],2
H6N10S3F2,C174O113N16H284,[M+H3],3
H6N10S3F3,C180O117N16H294,[M+H1],1
H6N10S3F3,C180O117N16H294,[M+H2],2
H6N10S3F3,C180O117N16H294,[M+H3],3
H6N10S4,C173O113N17H281,[M+H1],1
H6N10S4,C173O113N17H281,[M+H2],2
H6N10S4,C173O113N17H281,[M+H3],3
H6N10S4F1,C179O117N17H291,[M+H1],1
H6N10S4F1,C179O117N17H291,[M+H2],2
H6N10S4F1,C179O117N17H291,[M+H3],3
H6N10S4F2,C185O121N17H301,[M+H1],1
H6N10S4F2,C185O121N17H301,[M+H2],2
H6N10S4F2,C185O121N17H301,[M+H3],3
H6N2,C65O41N5H109,[M+H1],1
H6N2,C65O41N5H109,[M+H2],2
H6N2,C65O41N5H109,[M+H3],3
H6N2F1,C71O45N5H119,[M+H1],1
H6N2F1,C71O45N5H119,[M+H2],2
H6N2F1,C71O45N5H119,[M+H3],3
H6N3,C73O46N6H122,[M+H1],1
H6N3,C73O46N6H122,[M+H2],2
H6N3,C73O46N6H122,[M+H3],3
H6N3F1,C79O50N6H132,[M+H1],1
H6N3F1,C79O50N6H132,[M+H2],2
H6N3F1,C79O50N6H132,[M+H3],3
H6N3F2,C85O54N6H142,[M+H1],1
H6N3F2,C85O54N6H142,[M+H2],2
H6N3F2,C85O54N6H142,[M+H3],3
H6N3S1,C84O54N7H139,[M+H1],1
H6N3S1,C84O54N7H139,[M+H2],2
H6N3S1,C84O54N7H139,[M+H3],3
H6N3S1F1,C90O58N7H149,[M+H1],1
H6N3S1F1,C90O58N7H149,[M+H2],2
H6N3S1F1,C90O58N7H149,[M+H3],3
H6N3S1F2,C96O62N7H159,[M+H1],1
H6N3S1F2,C96O62N7H159,[M+H2],2
H6N3S1F2,C96O62N7H159,[M+H3],3
H6N3S2,C95O62N8H156,[M+H1],1
H6N3S2,C95O62N8H156,[M+H2],2
H6N3S2,C95O62N8H156,[M+H3],3
H6N3S2F1,C101O66N8H166,[M+H1],1
H6N3S2F1,C101O66N8H166,[M+H2],2
H6N3S2F1,C101O66N8H166,[M+H3],3
H6N3S2F2,C107O70N8H176,[M+H1],1
H6N3S2F2,C107O70N8H176,[M+H2],2
H6N3S2F2,C107O70N8H176,[M+H3],3
H6N4,C81O51N7H135,[M+H1],1
H6N4,C81O51N7H135,[M+H2],2
H6N4,C81O51N7H135,[M+H3],3
H6N4F1,C87O55N7H145,[M+H1],1
H6N4F1,C87O55N7H145,[M+H2],2
H6N4F1,C87O55N7H145,[M+H3],3
H6N4F2,C93O59N7H155,[M+H1],1
H6N4F2,C93O59N7H155,[M+H2],2
H6N4F2,C93O59N7H155,[M+H3],3
H6N4F3,C99O63N7H165,[M+H1],1
H6N4F3,C99O63N7H165,[M+H2],2
H6N4F3,C99O63N7H165,[M+H3],3
H6N4S1,C92O59N8H152,[M+H1],1
H6N4S1,C92O59N8H152,[M+H2],2
H6N4S1,C92O59N8H152,[M+H3],3
H6N4S1F1,C98O63N8H162,[M+H1],1
H6N4S1F1,C98O63N8H162,[M+H2],2
H6N4S1F1,C98O63N8H162,[M+H3],3
H6N4S1F2,C104O67N8H172,[M+H1],1
H6N4S1F2,C104O67N8H172,[M+H2],2
H6N4S1F2,C104O67N8H172,[M+H3],3
H6N4S1F3,C110O71N8H182,[M+H1],1
H6N4S1F3,C110O71N8H182,[M+H2],2
H6N4S1F3,C110O71N8H182,[M+H3],3
H6N4S2,C103O67N9H169,[M+H1],1
H6N4S2,C103O67N9H169,[M+H2],2
H6N4S2,C103O67N9H169,[M+H3],3
H6N4S2F1,C109O71N9H179,[M+H1],1
H6N4S2F1,C109O71N9H179,[M+H2],2
H6N4S2F1,C109O71N9H179,[M+H3],3
H6N4S2F2,C115O75N9H189,[M+H1],1
H6N4S2F2,C115O75N9H189,[M+H2],2
H6N4S2F2,C115O75N9H189,[M+H3],3
H6N4S2F3,C121O79N9H199,[M+H1],1
H6N4S2F3,C121O79N9H199,[M+H2],2
H6N4S2F3,C121O79N9H199,[M+H3],3
H6N4S3,C114O75N10H186,[M+H1],1
H6N4S3,C114O75N10H186,[M+H2],2
H6N4S3,C114O75N10H186,[M+H3],3
H6N4S3F1,C120O79N10H196,[M+H1],1
H6N4S3F1,C120O79N10H196,[M+H2],2
H6N4S3F1,C120O79N10H196,[M+H3],3
H6N4S3F2,C126O83N10H206,[M+H1],1
H6N4S3F2,C126O83N10H206,[M+H2],2
H6N4S3F2,C126O83N10H206,[M+H3],3
H6N4S3F3,C132O87N10H216,[M+H1],1
H6N4S3F3,C132O87N10H216,[M+H2],2
H6N4S3F3,C132O87N10H216,[M+H3],3
H6N4S4,C125O83N11H203,[M+H1],1
H6N4S4,C125O83N11H203,[M+H2],2
H6N4S4,C125O83N11H203,[M+H3],3
H6N4S4F1,C131O87N11H213,[M+H1],1
H6N4S4F1,C131O87N11H213,[M+H2],2
H6N4S4F1,C131O87N11H213,[M+H3],3
H6N4S4F2,C137O91N11H223,[M+H1],1
H6N4S4F2,C137O91N11H223,[M+H2],2
H6N4S4F2,C137O91N11H223,[M+H3],3
H6N4S4F3,C143O95N11H233,[M+H1],1
H6N4S4F3,C143O95N11H233,[M+H2],2
H6N4S4F3,C143O95N11H233,[M+H3],3
H6N5,C89O56N8H148,[M+H1],1
H6N5,C89O56N8H148,[M+H2],2
H6N5,C89O56N8H148,[M+H3],3
H6N5F1,C95O60N8H158,[M+H1],1
H6N5F1,C95O60N8H158,[M+H2],2
H6N5F1,C95O60N8H158,[M+H3],3
H6N5F2,C101O64N8H168,[M+H1],1
H6N5F2,C101O64N8H168,[M+H2],2
H6N5F2,C101O64N8H168,[M+H3],3
H6N5F3,C107O68N8H178,[M+H1],1
H6N5F3,C107O68N8H178,[M+H2],2
H6N5F3,C107O68N8H178,[M+H3],3
H6N5F4,C113O72N8H188,[M+H1],1
H6N5F4,C113O72N8H188,[M+H2],2
H6N5F4,C113O72N8H188,[M+H3],3
H6N5S1,C100O64N9H165,[M+H1],1
H6N5S1,C100O64N9H165,[M+H2],2
H6N5S1,C100O64N9H165,[M+H3],3
H6N5S1F1,C106O68N9H175,[M+H1],1
H6N5S1F1,C106O68N9H175,[M+H2],2
H6N5S1F1,C106O68N9H175,[M+H3],3
